,property_type,state,lat,lon,area_m2,price_usd
926,house,Querétaro,20.574251,-100.388476,195,63157.89
927,apartment,Distrito Federal,19.482603,-99.194748,60,78947.37
928,house,Morelos,18.953268,-99.224525,201,78947.37
929,apartment,Morelos,18.891611,-99.221756,93,49473.68
930,apartment,San Luis Potosí,22.1441622,-101.0358237,160,89421.05
931,house,Estado de México,19.2693686,-99.6021262,250,294736.84
932,house,Yucatán,21.0749983,-89.5195181,242,101884.21
933,house,Puebla,18.462721,-97.414111,250,144736.84
934,house,Estado de México,19.595285,-99.050201,120,36842.11
935,house,Sonora,27.934649,-110.94401,134,57894.74
936,house,Sinaloa,24.79119169,-107.3835468,300,144736.84
937,house,Distrito Federal,19.500286,-99.122093,180,118421.05
938,house,Yucatán,21.072905,-89.65963,253,110526.32
939,house,Tlaxcala,19.4171734,-98.1434147,140,44736.84
940,house,Yucatán,21.008295,-89.591019,250,158210.53
941,house,Morelos,18.864482,-98.928802,121,65789.47
942,house,Distrito Federal,19.366935,-99.077541,208,77089.47
943,house,San Luis Potosí,23.634501,-102.552788,198,110526.32
944,house,Chiapas,16.757278,-93.134056,255,165043.74
945,house,Nayarit,20.697244,-105.274384,160,155263.16
946,house,Puebla,19.02038,-98.207626,330,184210.53
947,house,Quintana Roo,21.1773896,-86.8179603,290,118421.05
948,house,Guerrero,16.855229,-99.918871,150,57894.74
949,house,Tabasco,17.97423,-92.923836,110,55263.16
950,house,Distrito Federal,19.313719,-99.231792,300,103684.21
951,house,Durango,25.58972991,-103.4631872,118,50000
952,house,Quintana Roo,21.161908,-86.8515279,204,157368.42
953,house,Yucatán,21.03071,-89.618103,131,71052.63
954,apartment,Distrito Federal,19.39912,-99.141464,74,175368.42
955,house,Yucatán,21.05632272,-89.66288656,220,105263.16
956,house,Estado de México,19.5139313,-99.2281847,160,106368.42
957,house,Querétaro,20.598278,-100.33121,140,92631.58
958,house,Sinaloa,23.270559,-106.389061,158,71052.63
959,house,Baja California Sur,23.634501,-102.552788,80,50000
960,apartment,Guerrero,16.85952231,-99.86284733,142,110526.32
961,house,Morelos,18.884224,-98.982506,150,46315.79
962,house,Morelos,18.862602,-99.213448,160,103157.89
963,apartment,Distrito Federal,19.40012,-99.1532,84,93368.42
964,house,Veracruz de Ignacio de la Llave,25.55617,-103.481529,307,110526.32
965,house,Veracruz de Ignacio de la Llave,25.573046,-103.443045,200,35789.47
966,house,Morelos,18.858107,-99.200287,105,72578.95
967,house,Chihuahua,28.6569304,-106.0919272,115,68421.05
968,house,Veracruz de Ignacio de la Llave,28.684125,-100.541089,160,44736.84
969,house,Tamaulipas,22.254078,-97.824554,140,60526.32
970,house,Chiapas,16.766455,-93.111488,240,67368.42
971,house,Querétaro,20.545198,-100.407191,140,55263.16
972,house,San Luis Potosí,22.18774276,-100.9580845,200,67631.58
973,house,Morelos,18.864874,-98.925911,86,46315.79
974,apartment,San Luis Potosí,22.133104,-100.982117,130,72631.58
975,house,Tamaulipas,26.079573,-98.282845,268,115789.47
976,apartment,Veracruz de Ignacio de la Llave,19.127317,-96.106186,160,152631.58
977,apartment,Distrito Federal,19.340305,-99.214455,60,121052.63
978,house,Estado de México,19.517476,-99.272892,170,97894.74
979,house,Estado de México,19.552838,-99.251161,80,44105.26
980,apartment,Distrito Federal,19.35743172,-99.28732574,67,139473.68
981,house,Estado de México,19.69323,-99.22522,70,53097.89
982,house,Distrito Federal,19.325944,-99.098311,250,107894.74
983,house,Jalisco,20.621093,-103.319042,380,194736.84
984,house,Baja California,32.647057,-115.421524,176,102631.58
985,house,San Luis Potosí,22.141575,-100.900192,245,84210.53
986,house,Puebla,18.978682,-98.250015,128,68421.05
987,house,Querétaro,20.619887,-100.392302,350,194736.84
988,house,Morelos,18.892714,-99.1996,285,197368.42
989,house,Tamaulipas,22.329824,-97.880325,200,184210.53
990,apartment,Distrito Federal,19.322523,-99.141464,78,150000
991,house,Chiapas,16.70635,-93.177151,115,53684.21
992,house,Estado de México,19.297163,-99.635183,230,105263.16
993,house,Veracruz de Ignacio de la Llave,20.95062266,-97.42163144,64,44736.84
994,house,Yucatán,20.9725515,-89.6004394,229,51578.95
995,house,Distrito Federal,19.317675,-99.09318,229,184210.53
996,house,Morelos,18.879347,-99.179871,95,71052.63
997,house,Durango,25.625198,-103.499954,132,45789.47
998,apartment,Distrito Federal,19.401507,-99.14682,90,91052.63
999,apartment,Distrito Federal,19.474285,-99.084981,74,36000
1000,house,Morelos,18.928623,-99.247382,220,89473.68
1001,house,Querétaro,20.520556,-99.895833,350,205263.16
1002,house,Nuevo León,25.662563,-100.18013,350,157894.74
1003,house,Sinaloa,23.246303,-106.398103,200,52631.58
1004,house,Morelos,18.969294,-99.249802,198,136842.11
1005,apartment,Guerrero,16.75063911,-99.76263069,70,43684.21
1006,house,Distrito Federal,19.335116,-99.223332,90,171578.95
1007,apartment,Distrito Federal,19.402944,-99.199727,70,61242.11
1008,house,Estado de México,19.682219,-99.118782,188,163157.89
1009,house,Nuevo León,25.7214602,-100.2735673,85,63157.89
1010,house,Querétaro,20.5980665,-100.4308988,115,71052.63
1011,house,Nuevo León,25.672399,-100.257777,123,64210.53
1012,apartment,Distrito Federal,19.399815,-99.150806,90,120000
1013,house,Yucatán,20.9550515,-89.6793392,120,41052.63
1014,house,Chiapas,16.228815,-92.128043,147,68421.05
1015,apartment,Jalisco,20.69064,-103.393175,166,274592.89
1016,house,Estado de México,19.258327,-99.598374,215,247105.26
1017,house,Querétaro,20.726007,-100.442642,295,273684.21
1018,apartment,Distrito Federal,19.403334,-99.157755,125,241060.53
1019,apartment,Baja California,32.451368,-116.973935,70,36092.11
1020,house,Aguascalientes,21.901482,-102.34405,350,202631.58
1021,house,Jalisco,20.302476,-103.23781,340,313105.26
1022,house,Puebla,19.076204,-98.266733,117,71052.63
1023,apartment,Distrito Federal,19.48778,-99.110583,65,52631.58
1024,house,Distrito Federal,19.3176966,-99.0612554,100,109210.53
1025,house,Quintana Roo,21.129547,-86.817017,180,97368.42
1026,house,Puebla,19.046724,-98.254127,136,120252.63
1027,apartment,Distrito Federal,19.352431,-99.288369,80,152631.58
1028,house,Morelos,18.858107,-99.200287,92,52398.95
1029,house,Querétaro,20.6536084,-100.3469826,130,88947.37
1030,house,Nuevo León,25.7542524,-100.4034274,137,71052.63
1031,house,Yucatán,21.006756,-89.570984,155,71052.63
1032,house,Morelos,18.891621,-99.071698,68,41578.95
1033,house,Distrito Federal,19.317653,-99.236291,350,176315.79
1034,house,Tamaulipas,22.246319,-97.86264,163,113157.89
1035,apartment,Distrito Federal,23.634501,-102.552788,100,78947.37
1036,apartment,Distrito Federal,19.3651763,-99.2300641,66,65789.47
1037,house,Querétaro,20.593055,-100.333424,175,94736.84
1038,house,Nuevo León,25.6910283,-100.3568071,340,310526.32
1039,house,Jalisco,20.594706,-103.396278,90,51578.95
1040,house,Veracruz de Ignacio de la Llave,23.634501,-102.552788,148,81578.95
1041,house,Puebla,18.989918,-98.2295,220,89473.68
1042,house,Puebla,19.043993,-98.25757,188,78947.37
1043,house,Hidalgo,20.1213329,-98.7818531,66,34210.53
1044,house,Nayarit,20.733392,-105.288009,172,118421.05
1045,apartment,Distrito Federal,19.400249,-99.177444,150,273684.21
1046,house,Yucatán,21.023252,-89.614571,300,163157.89
1047,house,Hidalgo,20.124367,-98.735725,176,82473.68
1048,house,Veracruz de Ignacio de la Llave,25.510947,-103.357724,146,47368.42
1049,apartment,Distrito Federal,19.480501,-99.178139,70,45789.47
1050,house,Yucatán,21.030668,-89.599258,305,189473.68
1051,house,Querétaro,20.679045,-100.341225,157,102631.58
1052,house,Aguascalientes,21.9633957,-102.343524,146,41578.95
1053,house,Baja California,32.469498,-116.96022,111,34210.53
1054,house,Tamaulipas,22.329824,-97.880325,138,83157.89
1055,apartment,Yucatán,21.039522,-89.563911,145,126296.53
1056,house,Chiapas,19.701769,-101.145103,120,34210.53
1057,apartment,Guerrero,16.870413,-99.873192,150,192105.26
1058,house,Estado de México,19.765149,-98.646915,380,104736.84
1059,apartment,Distrito Federal,19.372248,-99.133377,65,56571.16
1060,house,Distrito Federal,19.280767,-99.033615,349,95343.42
1061,apartment,Distrito Federal,19.389791,-99.164696,154,263157.89
1062,house,Yucatán,21.039522,-89.563911,350,160526.32
1063,house,Estado de México,19.668947,-99.224525,90,40000
1064,house,Puebla,19.009069,-98.196693,148,89473.68
1065,house,Baja California,32.494823,-117.016725,92,51578.95
1066,apartment,Distrito Federal,19.314545,-99.140672,122,244736.84
1067,house,San Luis Potosí,22.1447396,-101.0273412,166,100000
1068,house,Jalisco,20.64338,-103.431613,120,71052.63
1069,house,Baja California,30.733356,-115.984407,200,89473.68
1070,house,Estado de México,19.553615,-99.248715,260,147368.42
1071,apartment,Distrito Federal,19.405298,-99.164986,80,225263.16
1072,house,Querétaro,20.5969621,-100.3337597,193,118421.05
1073,house,Morelos,23.634501,-102.552788,115,56842.11
1074,house,Distrito Federal,19.34016,-99.194081,90,79953.95
1075,house,Yucatán,21.075163,-89.516731,185,75263.16
1076,house,Tamaulipas,22.257896,-97.86808,200,142105.26
1077,apartment,Guerrero,16.8531086,-99.8236533,138,68421.05
1078,house,Puebla,19.027384,-98.265213,160,121052.63
1079,house,Estado de México,19.309069,-99.602311,146,100000
1080,house,Sinaloa,23.20485,-106.424401,200,118421.05
1081,house,Chihuahua,28.631943,-106.117668,170,81578.95
1082,house,Yucatán,21.0399331,-89.5965747,235,128218.68
1083,house,Guerrero,16.8808724,-99.9359641,104,44736.84
1084,house,Baja California Sur,24.125583,-110.330846,128,94210.53
1085,house,Estado de México,19.269808,-99.593781,238,197368.42
1086,apartment,Distrito Federal,19.41498,-99.177444,164,289473.68
1087,house,Yucatán,20.996355,-89.583946,248,126315.79
1088,house,Morelos,18.954132,-99.266083,85,55263.16
1089,house,Estado de México,19.494789,-99.270887,151,105789.47
1090,house,Guerrero,17.6474239,-101.5455504,119,125073.68
1091,house,Estado de México,19.2666119,-99.6403991,191,115789.47
1092,house,Quintana Roo,21.161908,-86.8515279,210,103947.37
1093,apartment,Distrito Federal,19.377171,-99.188503,72,106736.84
1094,apartment,Distrito Federal,19.2790911,-99.2114234,76,40593.79
1095,house,Jalisco,20.660534,-103.318809,345,68421.05
1096,house,Veracruz de Ignacio de la Llave,20.95618,-97.408578,112,105263.16
1097,house,San Luis Potosí,22.141575,-100.900192,229,113084.21
1098,apartment,Distrito Federal,19.443178,-99.20237,115,238684.21
1099,house,Yucatán,21.05258302,-89.53863859,168,80711.37
1100,house,Estado de México,19.621174,-99.148073,100,36842.11
1101,house,Puebla,18.915431,-98.435252,200,99473.68
1102,house,Tabasco,17.962037,-92.973569,139,65789.47
1103,apartment,Distrito Federal,19.30102797,-99.14421916,108,86842.11
1104,apartment,Veracruz de Ignacio de la Llave,20.949051,-97.364006,300,194736.84
1105,house,Estado de México,19.627731,-99.30194,146,45789.47
1106,house,Baja California Sur,24.03902146,-110.3097618,250,155263.16
1107,house,Quintana Roo,21.112447,-86.85264,180,131578.95
1108,apartment,Distrito Federal,19.451872,-99.173522,70,66842.11
1109,house,Morelos,18.913485,-99.240456,80,68421.05
1110,house,Morelos,18.840925,-98.934196,110,94736.84
1111,apartment,Distrito Federal,19.3819271,-99.1891539,90,178447.37
1112,house,Veracruz de Ignacio de la Llave,25.558637,-103.449786,250,115789.47
1113,house,Jalisco,20.764135,-103.339958,140,84210.53
1114,apartment,Distrito Federal,19.385989,-99.186285,107,79342.11
1115,house,Chihuahua,28.6329957,-106.0691004,290,195526.32
1116,house,Puebla,18.996482,-98.239653,100,39473.68
1117,apartment,Distrito Federal,19.401507,-99.14682,65,91052.63
1118,house,Querétaro,20.726007,-100.442642,135,115789.47
1119,house,Morelos,18.795519,-99.231445,165,93684.21
1120,house,Morelos,18.885848,-98.973834,82,75694.74
1121,house,Querétaro,20.403807,-99.990905,110,62105.26
1122,house,San Luis Potosí,22.134478,-100.929138,97,40789.47
1123,house,Estado de México,19.5562275,-99.2674713,64,52631.53
1124,apartment,Querétaro,20.726007,-100.442642,173,231578.95
1125,house,Nuevo León,25.757803,-100.404541,179,99473.68
1126,house,San Luis Potosí,22.1593377,-101.0443504,187,100000
1127,house,Querétaro,20.726007,-100.442642,180,127894.74
1128,house,Distrito Federal,19.475765,-99.145,270,131578.95
1129,house,Querétaro,20.6490506,-100.4393293,380,300000
1130,house,Puebla,19.060701,-98.329774,255,139473.68
1131,house,Veracruz de Ignacio de la Llave,25.365447,-100.9942,167,76000
1132,apartment,Guerrero,23.634501,-102.552788,180,105263.16
1133,house,Baja California,32.589504,-115.363762,86,41578.95
1134,apartment,Distrito Federal,19.383952,-99.160229,110,176327.37
1135,house,Puebla,18.97302,-98.206238,210,150000
1136,apartment,Baja California Sur,24.16478214,-110.3053683,71,42105.26
1137,apartment,Yucatán,21.072905,-89.65963,210,104013.16
1138,house,Nuevo León,25.758963,-100.316811,175,65789.47
1139,house,Puebla,19.0378006,-98.3007086,165,111578.95
1140,house,Distrito Federal,19.3870644,-99.0362059,300,134210.53
1141,house,Estado de México,19.5329337,-99.164866,290,244736.84
1142,house,Tlaxcala,19.29712,-98.255075,160,68421.05
1143,house,Morelos,23.634501,-102.552788,110,68421.05
1144,house,Querétaro,20.70706703,-100.4718161,309,194736.84
1145,house,Puebla,19.046589,-98.102929,92,33157.89
1146,house,Nuevo León,25.7394971,-100.2754971,164,65789.47
1147,house,Veracruz de Ignacio de la Llave,19.100079,-96.121007,220,150000
1148,house,San Luis Potosí,22.147087,-100.960213,105,57894.74
1149,house,Guanajuato,21.1264477,-101.611078,250,120526.32
1150,house,Morelos,18.917542,-98.963181,140,76315.79
1151,house,Distrito Federal,19.472128,-99.146697,190,102263.16
1152,house,Estado de México,19.234984,-99.558175,115,110526.32
1153,house,Puebla,18.9187144,-98.4266391,90,46842.11
1154,house,Yucatán,21.075163,-89.516731,185,89210.53
1155,apartment,Distrito Federal,19.52589,-99.151703,71,48550.59
1156,house,Estado de México,19.2640539,-99.5727534,233,168636.73
1157,house,Estado de México,19.268629,-99.671722,300,86932.69
1158,apartment,Veracruz de Ignacio de la Llave,19.511938,-96.871956,84,68508.67
1159,house,Jalisco,20.689157,-103.366728,175,102763
1160,house,Yucatán,21.0441317,-89.6216334,223,126477.54
1161,house,Quintana Roo,21.129547,-86.817017,179,121207.64
1162,house,Guanajuato,21.003574,-101.285683,205,226869.1
1163,house,Chiapas,19.667873,-101.233465,130,76395.4
1164,apartment,Distrito Federal,19.443178,-99.144234,67,50052.15
1165,apartment,Distrito Federal,19.396593,-99.133163,80,51076.22
1166,house,Guanajuato,21.1299039,-101.6220159,263,152932.43
1167,house,Nuevo León,25.625994,-100.283852,367,216014.58
1168,apartment,Distrito Federal,19.524143,-99.160149,60,34246.21
1169,apartment,Distrito Federal,19.386959,-99.219492,120,100104.31
1170,house,Veracruz de Ignacio de la Llave,20.949741,-97.396337,320,158059.45
1171,house,Morelos,18.920345,-99.235603,122,103500.79
1172,apartment,Guerrero,16.863794,-99.881614,191,237145.4
1173,house,Veracruz de Ignacio de la Llave,19.136782,-96.123543,220,104319.23
1174,apartment,Distrito Federal,19.403334,-99.145021,153,65633.66
1175,house,Yucatán,21.0411724,-89.5550539,205,90115.25
1176,house,Veracruz de Ignacio de la Llave,25.441315,-100.987683,120,110667.85
1177,house,Baja California,32.425724,-117.034189,115,62585.3
1178,house,Estado de México,19.484794,-98.874065,260,91674.48
1179,apartment,Distrito Federal,19.378533,-99.187561,107,79443.7
1180,house,Nuevo León,25.740887,-100.385582,192,115910.26
1181,house,Chiapas,16.769737,-93.088928,106,52686.48
1182,house,Jalisco,20.650429,-103.374611,190,150192.08
1183,apartment,Distrito Federal,19.387613,-99.202726,103,50942.31
1184,house,Morelos,18.890867,-99.177444,171,105397.95
1185,apartment,Quintana Roo,21.139086,-86.84964,203,189716.32
1186,apartment,Distrito Federal,19.413079,-99.174228,140,273969.71
1187,house,Distrito Federal,19.410826,-99.143757,160,157532.58
1188,house,Morelos,18.900852,-99.213448,200,173865.39
1189,apartment,Distrito Federal,19.428767,-99.1459,75,56689.55
1190,house,Estado de México,19.595285,-99.050201,149,100104.31
1191,apartment,Estado de México,19.531834,-99.240456,117,144922.18
1192,house,Morelos,18.818652,-98.936752,293,110667.85
1193,house,Veracruz de Ignacio de la Llave,23.634501,-102.552788,233,99577.45
1194,house,Quintana Roo,21.137991,-86.870964,280,92201.34
1195,house,Veracruz de Ignacio de la Llave,18.7696195,-95.758949,160,92130.98
1196,house,San Luis Potosí,22.16921719,-101.0471908,190,99050.58
1197,house,Nuevo León,23.634501,-102.552788,200,98523.72
1198,house,Estado de México,19.101794,-98.87164,300,52686.48
1199,house,Veracruz de Ignacio de la Llave,19.517859,-96.891403,180,123842.59
1200,house,Distrito Federal,19.2790911,-99.2114234,117,142253.5
1201,apartment,Oaxaca,15.75290031,-96.13572478,83,68245.17
1202,apartment,Distrito Federal,19.302422,-99.230829,104,103370.88
1203,house,Distrito Federal,19.343664,-99.212308,350,242357.82
1204,apartment,Guerrero,16.868438,-99.89028,100,79029.72
1205,house,Morelos,18.93409,-99.254997,198,123813.23
1206,house,Estado de México,19.534415,-99.023333,280,55039.77
1207,house,Puebla,19.043223,-98.268716,168,92201.34
1208,apartment,Puebla,19.05272242,-98.2346043,75,81683.41
1209,house,Morelos,18.981213,-99.206345,200,115910.26
1210,apartment,Distrito Federal,19.395097,-99.150424,80,53158.13
1211,house,Morelos,18.862602,-99.213448,305,189716.32
1212,house,Jalisco,20.594334,-103.425086,90,57955.13
1213,house,Puebla,18.9915056,-98.2181614,152,105397.95
1214,apartment,San Luis Potosí,22.125832,-101.035118,144,100128.05
1215,apartment,Nuevo León,25.592172,-99.9961947,87,173490.81
1216,house,Estado de México,19.295469,-99.692619,84,49986.51
1217,house,Guanajuato,20.703063,-101.339442,90,55320.8
1218,house,Chiapas,19.670241,-101.190542,190,165962.42
1219,house,Yucatán,20.95915531,-89.62749481,135,89587.99
1220,house,Jalisco,20.635013,-103.42725,200,120652.04
1221,house,Chiapas,19.673779,-101.187927,260,158059.45
1222,apartment,Tabasco,17.997911,-92.923836,125,210745.93
1223,apartment,Estado de México,19.508253,-99.254997,113,153686.47
1224,apartment,Morelos,18.937398,-99.246207,127,131747.44
1225,apartment,Baja California,32.486253,-117.054332,63,36817.31
1226,house,Puebla,18.980228,-98.28654528,272,210795.91
1227,house,Querétaro,20.5969621,-100.3337597,95,52698.97
1228,house,Yucatán,21.0181429,-89.6396127,180,72724.58
1229,house,Chihuahua,28.6275048,-106.0401387,212,44256.64
1230,house,Querétaro,20.723525,-100.45586,248,151210.2
1231,house,Querétaro,20.729762,-100.467159,198,131716.2
1232,house,Veracruz de Ignacio de la Llave,18.7696195,-95.758949,245,147557.13
1233,house,Distrito Federal,19.410632,-99.13847,140,162801.23
1234,house,Estado de México,19.672207,-99.015656,158,86247.77
1235,house,Chihuahua,28.61033243,-106.1123085,200,134382.39
1236,house,Baja California Sur,23.634501,-102.552788,100,44730.82
1237,apartment,Tabasco,17.928942,-92.912029,67,35826.8
1238,house,Jalisco,20.572651,-103.474675,270,250260.79
1239,house,Veracruz de Ignacio de la Llave,19.1553371,-96.1682507,282,68508.67
1240,house,Veracruz de Ignacio de la Llave,20.957177,-97.410652,350,115910.26
1241,house,Nuevo León,25.7815621,-100.1875974,108,35036.51
1242,house,Yucatán,21.039522,-89.563911,162,83226.17
1243,house,Querétaro,20.543838,-100.412211,145,115910.26
1244,house,Veracruz de Ignacio de la Llave,19.1564195,-96.111619,190,124633.08
1245,house,Distrito Federal,19.275725,-99.129684,80,132559.19
1246,house,Morelos,18.90666,-98.965851,330,184402.69
1247,apartment,Distrito Federal,19.342083,-99.0532159,83,52574.87
1248,house,Querétaro,20.570164,-100.363823,135,78521.47
1249,house,Morelos,18.926468,-99.214211,340,289775.66
1250,apartment,Distrito Federal,19.368553,-99.178235,174,89430.16
1251,house,Querétaro,20.58281871,-100.4178554,93,59022.85
1252,apartment,Distrito Federal,19.427607,-99.160835,102,177267.41
1253,house,Chiapas,16.770111,-93.08167,144,71126.75
1254,apartment,Distrito Federal,19.460046,-99.140495,70,79029.72
1255,house,Morelos,18.9015371,-98.9336558,200,123842.59
1256,house,Chiapas,16.748295,-93.084284,140,84298.37
1257,house,Querétaro,20.5198184,-100.3933074,123,85178.23
1258,house,Morelos,18.890867,-99.177444,150,86932.69
1259,house,Estado de México,19.682383,-98.984458,74,33350.54
1260,house,Querétaro,20.582091,-100.391196,300,237089.17
1261,apartment,Puebla,19.0733273,-98.2658243,164,184446.42
1262,house,Quintana Roo,21.161908,-86.8515279,220,136984.85
1263,apartment,Morelos,18.949474,-99.232381,129,137017.34
1264,house,Morelos,18.795519,-99.231445,71,36353.67
1265,house,Veracruz de Ignacio de la Llave,25.484016,-100.966568,290,115910.26
1266,house,Querétaro,20.536322,-100.436844,280,205477.28
1267,house,Distrito Federal,19.343424,-99.135933,182,68492.42
1268,house,Colima,19.274727,-103.74485,329,104343.97
1269,house,Querétaro,20.5412697,-100.3997814,110,59022.85
1270,house,Nuevo León,25.72963702,-100.2941036,310,237145.4
1271,house,Morelos,18.835054,-98.951226,250,68492.42
1272,apartment,Distrito Federal,19.368475,-99.17952,81,149629.61
1273,house,Distrito Federal,19.285891,-99.108269,210,85949.19
1274,apartment,Distrito Federal,19.392302,-99.154385,150,222924.2
1275,house,Distrito Federal,19.29259294,-99.1806221,96,138598.31
1276,house,Querétaro,20.5426931,-100.4512523,260,122525.12
1277,house,Veracruz de Ignacio de la Llave,19.0652948,-96.069905,239,138334.81
1278,house,Jalisco,20.6129,-103.464564,275,163328.09
1279,apartment,Puebla,18.983398,-98.288951,192,121207.64
1280,house,Chiapas,19.657836,-101.184317,260,68492.42
1281,house,Yucatán,21.03071,-89.618103,126,77467.49
1282,house,Chiapas,19.710472,-101.222626,190,63223.78
1283,house,Estado de México,19.476202,-99.261893,230,289775.66
1284,house,Chihuahua,28.663404,-106.133102,182,326733.66
1285,house,Jalisco,20.726262,-103.468575,206,168596.74
1286,house,Veracruz de Ignacio de la Llave,19.137135,-96.112946,125,60589.45
1287,house,Estado de México,19.52246234,-99.25159096,210,202842.96
1288,apartment,Querétaro,20.696185,-100.450005,132,93781.94
1289,house,Hidalgo,20.092012,-98.741743,116,84087.62
1290,house,Baja California,32.601212,-115.474838,102,33982.78
1291,house,Chiapas,16.765467,-93.105786,370,192305.66
1292,house,Yucatán,21.039522,-89.563911,195,91632.19
1293,apartment,Puebla,18.989942,-98.247486,100,55847.67
1294,house,Veracruz de Ignacio de la Llave,18.898756,-96.998779,130,68492.42
1295,house,Veracruz de Ignacio de la Llave,19.119549,-96.107643,232,125393.83
1296,house,Distrito Federal,19.353288,-99.244721,90,136405.3
1297,house,San Luis Potosí,22.13850051,-100.9965723,168,104319.23
1298,house,Sonora,29.083198,-110.993222,162,57955.13
1299,house,Puebla,19.044477,-98.328011,165,111331.75
1300,house,Distrito Federal,19.510133,-99.100025,171,141199.77
1301,house,Morelos,18.850763,-98.943855,168,67438.69
1302,house,Nuevo León,25.75837272,-100.2713531,98,43213.16
1303,house,Querétaro,20.726007,-100.442642,260,163328.09
1304,house,Estado de México,19.5562275,-99.2674713,150,205526.01
1305,apartment,Distrito Federal,19.345528,-99.189906,60,46943.65
1306,house,Morelos,18.935198,-99.232834,300,289775.66
1307,house,Puebla,19.03362,-98.203294,156,99577.45
1308,house,Estado de México,19.229864,-99.597954,256,184446.42
1309,house,Yucatán,21.039522,-89.563911,330,171271.67
1310,house,Morelos,18.936026,-99.216217,220,205477.28
1311,house,Tabasco,18.053865,-92.937809,182,81664.04
1312,house,Yucatán,20.9968241,-89.5846761,164,62711.78
1313,house,Yucatán,20.984423,-89.579231,162,47417.83
1314,house,Morelos,18.864874,-98.925911,120,51369.32
1315,house,Distrito Federal,19.40112,-99.06707,317,173906.62
1316,house,Querétaro,20.705742,-100.444016,185,146995.28
1317,house,Sinaloa,24.813503,-107.371574,220,184446.42
1318,apartment,Morelos,18.935198,-99.232834,91,101182.03
1319,house,Yucatán,21.012869,-89.636932,96,57705.38
1320,apartment,Quintana Roo,21.1672703,-86.8414848,120,163366.83
1321,house,Morelos,18.948607,-99.243812,180,184446.42
1322,house,Morelos,18.95299,-99.259592,180,102738.64
1323,house,Morelos,18.8816687,-99.1632665,90,68245.17
1324,house,Querétaro,20.58843821,-100.4006267,243,200208.63
1325,house,Yucatán,20.9973786,-89.6296213,170,38470.25
1326,apartment,Distrito Federal,19.33923,-99.218987,83,147522.15
1327,house,Chiapas,16.766967,-93.123362,239,226551.88
1328,house,Chihuahua,28.631689,-106.102234,200,115410.76
1329,house,Querétaro,20.58966,-100.366899,335,250260.79
1330,house,Morelos,18.862602,-99.213448,210,141990.07
1331,apartment,Querétaro,20.59808,-100.337153,90,57428.26
1332,apartment,Quintana Roo,21.17893333,-86.81231998,75,34254.33
1333,apartment,Nuevo León,25.6689477,-100.3536491,117,140741.38
1334,house,Guerrero,16.862803,-99.894829,147,92750.2
1335,apartment,Sinaloa,23.296583,-106.479973,134,173865.39
1336,house,Yucatán,21.0012449,-89.5674103,133,76150.02
1337,house,Estado de México,19.666832,-99.236992,69,44783.51
1338,house,Nuevo León,25.668703,-100.405373,101,210795.91
1339,house,Jalisco,20.663444,-103.426533,350,262115.25
1340,apartment,Estado de México,19.521015,-99.23091,130,171231.07
1341,house,Sinaloa,23.286216,-106.427007,180,86932.69
1342,house,Estado de México,19.422676,-99.257774,200,70283.76
1343,house,Estado de México,19.6378074,-99.1995969,254,171271.67
1344,house,Hidalgo,20.084376,-98.367993,279,131716.2
1345,house,Morelos,18.850763,-98.943855,110,73234.21
1346,house,Estado de México,19.300923,-99.713636,73,43729.78
1347,apartment,Distrito Federal,19.444723,-99.186447,70,41680.96
1348,house,Distrito Federal,19.403597,-99.149771,380,257531.53
1349,house,Chiapas,19.66869,-101.205173,298,168069.88
1350,apartment,Baja California,32.486292,-117.054763,63,36817.31
1351,apartment,Jalisco,20.705671,-103.396278,180,237145.4
1352,house,Guerrero,16.8583631,-99.8508616,354,266975.89
1353,apartment,Veracruz de Ignacio de la Llave,19.10059416,-96.10706136,76,84298.37
1354,apartment,Estado de México,19.479437,-99.236561,75,105397.95
1355,house,Morelos,18.981213,-99.206345,240,183348.96
1356,house,Querétaro,20.624242,-100.390194,172,86953.31
1357,apartment,Estado de México,19.508253,-99.254997,113,153686.47
1358,house,Estado de México,19.533955,-99.228287,155,52159.61
1359,apartment,Distrito Federal,19.394073,-99.153915,82,154987.69
1360,house,Morelos,18.878128,-99.187238,110,84298.37
1361,apartment,Querétaro,20.58626877,-100.378679,63,113302.8
1362,house,Morelos,18.961286,-99.212621,60,34773.07
1363,house,Querétaro,20.628052,-100.404541,254,147557.13
1364,house,Campeche,18.660893,-91.7663706,264,172852.64
1365,house,Veracruz de Ignacio de la Llave,19.0652948,-96.069905,192,126477.54
1366,house,Tamaulipas,22.285725,-97.843597,72,35988.5
1367,apartment,Distrito Federal,19.305984,-99.127341,70,107322.36
1368,house,Distrito Federal,19.361792,-99.190096,197,49999.47
1369,house,San Luis Potosí,22.18776263,-100.9627676,105,50517.24
1370,apartment,Querétaro,20.726007,-100.442642,105,93856.88
1371,apartment,Distrito Federal,19.417636,-99.153292,70,41095.45
1372,house,Veracruz de Ignacio de la Llave,19.570101,-96.918228,140,42623.36
1373,house,Morelos,18.885313,-99.062879,97,50052.15
1374,apartment,San Luis Potosí,22.148722,-101.00119,129,92750.2
1375,house,Puebla,18.985688,-98.230121,73,37670.83
1376,apartment,Estado de México,19.427053,-99.256293,100,313695.32
1377,apartment,Distrito Federal,19.446256,-99.147767,68,49051.11
